Task_ID,Topo_Level,Batch_Index,Summary,Task_Tag,Priority,Duration_Hours,Assigned_To,Start_Hour,End_Hour,Skill_Match
1964,1,1,Allow IPv6 wildcard address in peer config,Feature / Improvement Implementation,Trivial,1.6,A-107,0.0,2.0,1
1982,1,1,Merge count and byte update of Stat,Feature / Improvement Implementation,Trivial,1.6,A-149,0.0,2.0,1
1997,1,1,Make X509UtilTest.testCreateSSLServerSocketWithPort less flaky,Testing & Verification,Trivial,1.6,A-227,0.0,2.0,0
1998,1,1,Add trace listener in NettyServerCnxnFactory only if trace logging is enabled,Design & API Evolution,Trivial,1.6,A-51,0.0,2.0,0
2005,1,1,admin command to dump currently known ACLs,Feature / Improvement Implementation,Trivial,1.6,A-167,0.0,2.0,1
2009,1,1,"bin/zkServer.sh no neeed to check ""$ZOOBIN/../libexec/zkEnv.sh""",Design & API Evolution,Trivial,1.6,A-391,0.0,2.0,0
2013,1,1,"""setquota -n|-b val path"" need a brackets",Bug fixing / Maintenance,Trivial,1.6,A-187,0.0,2.0,1
2018,1,1,does word tag really need in Jute,Feature / Improvement Implementation,Trivial,1.6,A-261,0.0,2.0,0
2022,1,1,Document the possibility of MultiCallback receiving a null pointer,Documentation,Trivial,1.6,A-55,0.0,2.0,1
2036,1,1,Automatically add IP authorization for Netty connections,Feature / Improvement Implementation,Trivial,1.6,A-332,0.0,2.0,1
2043,1,1,Remove Superfluous ByteBuffer Duplicate,Feature / Improvement Implementation,Trivial,1.6,A-404,0.0,2.0,1
2047,1,1,QuorumCnxManager socketTimeout unused,Feature / Improvement Implementation,Trivial,1.6,A-304,0.0,2.0,0
2050,1,1,Improve efficiency of DeleteAllCommand,Build & Release Engineering,Trivial,1.6,A-163,0.0,2.0,1
2053,1,1,Misprint in WriteLock javadoc,Documentation,Trivial,1.6,A-34,0.0,2.0,1
2075,1,1,Broken Link - Release Notes (PDF),Bug fixing / Maintenance,Trivial,1.6,A-112,0.0,2.0,1
2088,1,1,Update POM file with new information,Project / General Task,Trivial,1.6,A-145,0.0,2.0,0
2123,1,1,Code optimization in QuorumCnxManager,Performance Optimization,Trivial,1.6,A-121,0.0,2.0,0
2125,1,1,Add admin command to display synced state of peer,Feature / Improvement Implementation,Trivial,1.6,A-346,0.0,2.0,1
2169,1,1,Add project status badges to README,Documentation,Trivial,1.6,A-114,0.0,2.0,1
2207,1,1,"""NoAuth"" error message is ambiguous",Feature / Improvement Implementation,Trivial,1.6,A-280,0.0,2.0,0
2248,1,1,"Exception in thread ""main"" java.lang.NoClassDefFoundError: com/codahale/metrics/Reservoir",Bug fixing / Maintenance,Trivial,1.6,A-412,0.0,2.0,0
2271,1,1,Remove Redundant GroupID from Maven POMs,Build & Release Engineering,Trivial,1.6,A-100,0.0,2.0,0
2289,1,1,[trivial bug] fix compile error in PurgeTxnTest introduced by ZOOKEEPER-3231,Testing & Verification,Trivial,1.6,A-130,0.0,2.0,0
2342,1,1,Wrong message in IOException,Bug fixing / Maintenance,Trivial,1.6,A-99,0.0,2.0,1
2387,1,1,Do Not Set Explicit Test Includes in POM,Build & Release Engineering,Trivial,1.6,A-168,0.0,2.0,1
2432,1,1,Able ,Other,Trivial,1.6,A-157,0.0,2.0,1
2435,1,1,Fix typos and grammar in recipes.md,Bug fixing / Maintenance,Trivial,1.6,A-111,0.0,2.0,1
2508,1,1,AuditHelper.addAuditLog(...) more readable,Feature / Improvement Implementation,Trivial,1.6,A-277,0.0,2.0,1
2514,1,1,A typo in the ZKUtil#validateFileInput method,Bug fixing / Maintenance,Trivial,1.6,A-318,0.0,2.0,1
2528,1,1,zookeeper client timeout,Bug fixing / Maintenance,Trivial,1.6,A-316,0.0,2.0,1
2556,1,1,Why org.apache.zookeeper.ClientCnxnSocketNIO#cleanup will sleep 100ms.,Code Refactoring & Cleanup,Trivial,1.6,A-152,0.0,2.0,0
2630,1,1,FileSnap#findNValidSnapshots should not declare IOException,Feature / Improvement Implementation,Trivial,1.6,A-287,0.0,2.0,1
2633,1,1,Update http to https in zoo_sample.cfg,Feature / Improvement Implementation,Trivial,1.6,A-244,0.0,2.0,1
2642,1,1,"Expose version, server_state and peer_state as Prometheus metrics",Build & Release Engineering,Trivial,1.6,A-118,0.0,2.0,1
2682,1,1,Typo in documentation,Documentation,Trivial,1.6,A-31,0.0,2.0,0
2687,1,1,Adding a User Name and Password Authentication Mode,Feature / Improvement Implementation,Trivial,1.6,A-119,0.0,2.0,1
2706,1,1,Fix 'se[r]ver' typo in ClientCnxn class.,Bug fixing / Maintenance,Trivial,1.6,A-63,0.0,2.0,0
271,1,1,Uninitialized struct variable in C causes warning which is treated as an error,Bug fixing / Maintenance,Trivial,1.6,A-54,0.0,2.0,1
2713,1,1,Unable to use newer JVM memory settings as Xmx overrides,Performance Optimization,Trivial,1.6,A-148,0.0,2.0,0
2730,1,1,improve the grammar issue[patch] in the README.md,Documentation,Trivial,1.6,A-98,0.0,2.0,1
2749,1,1,Typo in the log message of ServerCnxnFactory,Design & API Evolution,Trivial,1.6,A-411,0.0,2.0,1
278,1,1,The ZooKeeper front page tells us nothing about what ZooKeeper does,Feature / Improvement Implementation,Trivial,1.6,A-341,0.0,2.0,0
318,1,1,Variety of Documentation Updates,Documentation,Trivial,1.6,A-327,0.0,2.0,1
433,1,1,LearnerHandler is misspelt in the thread's constructor,Bug fixing / Maintenance,Trivial,1.6,A-89,0.0,2.0,0
435,1,1,TODO pondering about allocation behavior in zkpython may be removed,Bug fixing / Maintenance,Trivial,1.6,A-68,0.0,2.0,1
504,1,1,Use zookeeper-{version}-sources.jar instead of zookeeper-{version}-src.jar to publish sources in the Maven repository,Bug fixing / Maintenance,Trivial,1.6,A-192,0.0,2.0,1
518,1,1,Diagram error on Zookeeper internals page,Bug fixing / Maintenance,Trivial,1.6,A-418,0.0,2.0,1
543,1,1,Add server id to message logs,Design & API Evolution,Trivial,1.6,A-140,0.0,2.0,0
568,1,1,Add ZooKeeper version information to zkpython,Build & Release Engineering,Trivial,1.6,A-223,0.0,2.0,1
583,1,1,clientPortBindAddress should be clientPortAddress,Bug fixing / Maintenance,Trivial,1.6,A-231,0.0,2.0,1
592,1,1,ResponderThread and udpSocket should be move from QuorumPeer to LeaderElection,Feature / Improvement Implementation,Trivial,1.6,A-109,0.0,2.0,0
595,1,1,ZooKeeperServer.loadData loads database twice,Bug fixing / Maintenance,Trivial,1.6,A-159,0.0,2.0,1
658,1,1,support distinct JVMFLAGS for zookeeper server in zkServer.sh and zookeeper client in zkCli.sh,Design & API Evolution,Trivial,1.6,A-310,0.0,2.0,0
659,1,1,zkServer.sh usage message should mention all startup options,Documentation,Trivial,1.6,A-252,0.0,2.0,0
670,1,1,Increase default for maxClientCnxns,Design & API Evolution,Trivial,1.6,A-116,0.0,2.0,1
686,1,1,fix typo in opToString for getData,Bug fixing / Maintenance,Trivial,1.6,A-128,0.0,2.0,1
721,1,1,Concurrent primitives library - barrier,Feature / Improvement Implementation,Trivial,1.6,A-246,0.0,2.0,0
746,1,1,http://zookeeper.apache.org/doc/trunk/api/ missing,Documentation,Trivial,1.6,A-403,0.0,2.0,0
783,1,1,C client's package name,Bug fixing / Maintenance,Trivial,1.6,A-42,0.0,2.0,1
789,1,1,C recipes includes <zookeeper.h> instead of <zookeeper/zookeeper.h>,Bug fixing / Maintenance,Trivial,1.6,A-96,0.0,2.0,1
792,1,1,C client hashtable_remove redundantly calls hash function,Design & API Evolution,Trivial,1.6,A-124,0.0,2.0,0
803,1,1,trigger jenkins dummy issue,Build & Release Engineering,Trivial,1.6,A-143,0.0,2.0,0
805,1,1,remove unused method o.a.z.test.AxyncTest.restart(),Testing & Verification,Trivial,1.6,A-71,0.0,2.0,0
806,1,1,return value of DataTree.createNode is never used,Other,Trivial,1.6,A-379,0.0,2.0,0
812,1,1,closeSession flag in finalRequestProcessor is superfluous,Other,Trivial,1.6,A-224,0.0,2.0,1
818,1,1,Copy'n'pasted unit test,Testing & Verification,Trivial,1.6,A-110,0.0,2.0,0
826,1,1,QuorumPeer contains unused constructor,Other,Trivial,1.6,A-296,0.0,2.0,0
853,1,1,"The CLI commands ""delete"" and ""rmr"" are confusing. Can we have ""delete"" + ""deleteall"" instead?",Feature / Improvement Implementation,Trivial,1.6,A-370,0.0,2.0,0
867,1,1,Add a .gitignore file with general exclusions and Eclipse project files excluded,Feature / Improvement Implementation,Trivial,1.6,A-301,0.0,2.0,1
87,1,1,Thrift proxy,Feature / Improvement Implementation,Trivial,1.6,A-314,0.0,2.0,1
874,1,1,"In StaticHostProviderTest.java, testNextDoesNotSleepForZero tests that hostProvider.next(0) doesn't sleep by checking that the latency of this call is less than 10sec",Testing & Verification,Trivial,1.6,A-173,0.0,2.0,1
875,1,1,Removing a duplicate function and another minor cleanup in QuorumPeer.java,Code Refactoring & Cleanup,Trivial,1.6,A-201,0.0,2.0,0
915,1,1,C API improperly logs getaddrinfo failures on Linux when using glibc,Bug fixing / Maintenance,Trivial,1.6,A-323,0.0,2.0,1
916,1,1,Document how to run autoreconf if cppunit is installed in a non-standard directory,Documentation,Trivial,1.6,A-208,0.0,2.0,1
961,1,1,Improve space handling in zkServer.sh and zkEnv.sh,Bug fixing / Maintenance,Trivial,1.6,A-260,0.0,2.0,0
966,1,1,System.exit() calls on interrupted SyncThread,Bug fixing / Maintenance,Trivial,1.6,A-239,0.0,2.0,1
97,1,1,Provide Javadoc as to the maximum size of the data byte array that may be stored within a znode,Documentation,Trivial,1.6,A-127,0.0,2.0,0
973,1,1,Memory leaks in zoo_multi API,Bug fixing / Maintenance,Trivial,1.6,A-313,0.0,2.0,1
1005,1,1,Disconnected event when stopping leader process,Feature / Improvement Implementation,Minor,2.0,A-188,0.0,2.0,0
1006,1,1,Allow spaces in URL,Feature / Improvement Implementation,Minor,2.0,A-202,0.0,2.0,0
1012,1,1,cppunit test TestOperations.cc fails,Testing & Verification,Minor,2.0,A-77,0.0,2.0,1
1015,1,1,dynamically load command objects in zk,Feature / Improvement Implementation,Minor,2.0,A-393,0.0,2.0,0
1016,1,1,Using slope=positive results in a jagged ganglia graph of packets rcvd/sent,Bug fixing / Maintenance,Minor,2.0,A-86,0.0,2.0,1
1022,1,1,Fix WatcherTest in JDK7,Testing & Verification,Minor,2.0,A-133,0.0,2.0,1
1023,1,1,Support SRV records,Feature / Improvement Implementation,Minor,2.0,A-59,0.0,2.0,0
1028,1,1,c client: use -Wdeclaration-after-statement,Design & API Evolution,Minor,2.0,A-164,0.0,2.0,1
1030,1,1,Method to request all zookeepers in cluster,Feature / Improvement Implementation,Minor,2.0,A-420,0.0,2.0,1
1032,1,1,Number of past transactions retains in ZKDatabase.committedLog should be configurable,Feature / Improvement Implementation,Minor,2.0,A-278,0.0,2.0,1
1035,1,1,ZooKeeper Leader sends a repeated NEWLEADER quorum packet to followers,Bug fixing / Maintenance,Minor,2.0,A-189,0.0,2.0,0
1041,1,1,Certain implementations of C's rand() function coupled with the shuffle in libzookeeper_mt's getaddrs() produce a biased distribution of connections.,Bug fixing / Maintenance,Minor,2.0,A-312,0.0,2.0,1
1042,1,1,Typo in Double Barriers example,Bug fixing / Maintenance,Minor,2.0,A-199,0.0,2.0,1
1043,1,1,Limit the size of txnlog file,Feature / Improvement Implementation,Minor,2.0,A-242,0.0,2.0,1
1044,1,1,Leader should not use txnlog for synchronization if txnlog is corrupted or missing,Feature / Improvement Implementation,Minor,2.0,A-58,0.0,2.0,1
1045,1,1,ZooKeeper server binds to all ip addresses for leader election and broadcast,Bug fixing / Maintenance,Minor,2.0,A-79,0.0,2.0,1
1048,1,1,perl client segfaults if ZOO_READ_ACL_UNSAFE constant is used,Bug fixing / Maintenance,Minor,2.0,A-65,0.0,2.0,1
105,1,1,reliability graph diagram in overview doc needs context,Documentation,Minor,2.0,A-80,0.0,2.0,0
1056,1,1,Doc request: The right way to expand a cluster,Documentation,Minor,2.0,A-106,0.0,2.0,1
1064,1,1,"thread safe bug in FastLeaderElection: instance of WorkerSender is not safe published, WorkerSender thread may see that WorkerSender.manager is the default value null",Bug fixing / Maintenance,Minor,2.0,A-7,0.0,2.0,1
1068,1,1,Race condition producing NPE in NIOServerCnxn.toString,Bug fixing / Maintenance,Minor,2.0,A-275,0.0,2.0,1
1074,1,1,Adler32 may not be sufficient to protect against data corruption,Bug fixing / Maintenance,Minor,2.0,A-134,0.0,2.0,1
1075,1,1,Add documentation for zookeeper.observer.syncEnabled flag,Documentation,Minor,2.0,A-17,0.0,2.0,1
1083,1,1,Consistent log severity level guards and statements,Feature / Improvement Implementation,Minor,2.0,A-45,0.0,2.0,1
1084,1,1,ZooInspector can't display node data/metadata/ACLs,Bug fixing / Maintenance,Minor,2.0,A-207,0.0,2.0,1
1085,1,1,NullPointerException in SnapshotFormatter,Bug fixing / Maintenance,Minor,2.0,A-161,0.0,2.0,1
1086,1,1,ZooInspector authentication,Feature / Improvement Implementation,Minor,2.0,A-306,0.0,2.0,0
1091,1,1,Use static final Logger objects,Feature / Improvement Implementation,Minor,2.0,A-29,0.0,2.0,1
1093,1,1,ZooKeeper Server fails if snapCount is set to 1 ,Bug fixing / Maintenance,Minor,2.0,A-117,0.0,2.0,1
1095,1,1,Small fix in zkServer.sh to support new configuration format,Bug fixing / Maintenance,Minor,2.0,A-385,0.0,2.0,1
1096,1,1,ZooKeeper data model documentation is incorrect,Documentation,Minor,2.0,A-241,0.0,2.0,1
1097,1,1,Support clientID field on connection requests ,Design & API Evolution,Minor,2.0,A-72,0.0,2.0,1
1103,1,1,SaslAuthFailDesignatedClientTest.testAuth fails frequently on SUSE,Testing & Verification,Minor,2.0,A-271,0.0,2.0,0
1108,1,1,ZooInspector reconnection always fails if first connection fails,Bug fixing / Maintenance,Minor,2.0,A-264,0.0,2.0,1
1112,1,1,DeserializationPerfTest calls method with wrong arguments,Testing & Verification,Minor,2.0,A-35,0.0,2.0,0
1113,1,1,The artifact org.apache.zookeeper:zookeeper:pom:3.4.5 has no license specified.,Build & Release Engineering,Minor,2.0,A-328,0.0,2.0,1
1117,1,1,zookeeper ganglia module fails to read the output of stat when too many clients are connected,Bug fixing / Maintenance,Minor,2.0,A-73,0.0,2.0,1
1123,1,1,Add count of connected clients to submitted ganglia metrics,Bug fixing / Maintenance,Minor,2.0,A-154,0.0,2.0,1
1129,1,1,Server tries to connect to itself during dynamic reconfig,Bug fixing / Maintenance,Minor,2.0,A-416,0.0,2.0,0
1132,1,1,Oddity in ByteBufferInputStream skip,Bug fixing / Maintenance,Minor,2.0,A-285,0.0,2.0,1
1142,1,1,ConcurrentHashMap isn't used properly in QuorumCnxManager,Bug fixing / Maintenance,Minor,2.0,A-67,0.0,2.0,0
1149,1,1,C client unit test failures,Testing & Verification,Minor,2.0,A-334,0.0,2.0,0
1162,1,1,[JDK8] Sort children for comparison in AsyncOps tests,Testing & Verification,Minor,2.0,A-40,0.0,2.0,1
1173,1,1,Add 64 bit Windows as a supported development platform,Project / General Task,Minor,2.0,A-381,0.0,2.0,0
1174,1,1,A typo in zookeeperStarted document,Documentation,Minor,2.0,A-406,0.0,2.0,1
1187,1,1,Server logging should reflect dynamically reconfigured address,Design & API Evolution,Minor,2.0,A-53,0.0,2.0,1
1192,1,1,ReconfigTest can fail when checking remote peer MXBean ElectionAddress,Testing & Verification,Minor,2.0,A-213,0.0,2.0,1
1193,1,1,Client does not detect rejected connections,Bug fixing / Maintenance,Minor,2.0,A-198,0.0,2.0,1
1198,1,1,Fix Flaky Test in ReconfigTest.java,Testing & Verification,Minor,2.0,A-251,0.0,2.0,0
1212,1,1,Fix Dodgy Code Warnings identified by findbugs 2.0.3,Bug fixing / Maintenance,Minor,2.0,A-298,0.0,2.0,1
1213,1,1,Refactor (touch|add)Session in SessionTrackerImpl.java,Code Refactoring & Cleanup,Minor,2.0,A-230,0.0,2.0,0
1215,1,1,refactor log trace on touchSession,Code Refactoring & Cleanup,Minor,2.0,A-182,0.0,2.0,0
1229,1,1,Add logs when ZooKeeper is back running,Feature / Improvement Implementation,Minor,2.0,A-8,0.0,2.0,1
1230,1,1,move legacy zookeeper jar to dist-maven,Build & Release Engineering,Minor,2.0,A-368,0.0,2.0,0
1231,1,1,HBase client hangs after client-side OOM,Bug fixing / Maintenance,Minor,2.0,A-74,0.0,2.0,1
1233,1,1,New tests for reconfig failure cases,Testing & Verification,Minor,2.0,A-92,0.0,2.0,0
1236,1,1,The log of sessionTimeout is inaccurate,Feature / Improvement Implementation,Minor,2.0,A-19,0.0,2.0,1
1237,1,1,Improved system test,Testing & Verification,Minor,2.0,A-125,0.0,2.0,0
1239,1,1,Startup order in ServerCnxnFactory-ies is wrong,Bug fixing / Maintenance,Minor,2.0,A-169,0.0,2.0,1
1240,1,1,Dynamic quorum weight shifting between datacenters for follow the sun operations,Feature / Improvement Implementation,Minor,2.0,A-105,0.0,2.0,1
1241,1,1,"dynamicConfigFile should have an absolute path, not a relative path, to the dynamic configuration file",Bug fixing / Maintenance,Minor,2.0,A-382,0.0,2.0,1
1242,1,1,ReconfigBackupTest didn't clean up resources.,Testing & Verification,Minor,2.0,A-200,0.0,2.0,1
1243,1,1,StringIndexOutOfBoundsException in createSaslServer ,Bug fixing / Maintenance,Minor,2.0,A-156,0.0,2.0,1
1246,1,1,Coding error in recipes/lock/src/c/src/zoo_lock.c,Bug fixing / Maintenance,Minor,2.0,A-284,0.0,2.0,1
1247,1,1,Jute compareBytes incorrect comparison index,Bug fixing / Maintenance,Minor,2.0,A-364,0.0,2.0,1
1249,1,1,ConnectStringParser public api didn't handle null connect string,Bug fixing / Maintenance,Minor,2.0,A-90,0.0,2.0,1
1261,1,1,Explain how to update and publish the project website,Project / General Task,Minor,2.0,A-142,0.0,2.0,0
1266,1,1,"zkServer.sh uses pattern unsupported by ""grep"" on Solaris",Bug fixing / Maintenance,Minor,2.0,A-175,0.0,2.0,1
1267,1,1,"Stop daemon with ""kill"" rather than ""kill -9""",Feature / Improvement Implementation,Minor,2.0,A-216,0.0,2.0,1
1269,1,1,Unnecessary error log when defaultWatcher  is not set for ZooKeeper client,Bug fixing / Maintenance,Minor,2.0,A-363,0.0,2.0,1
1276,1,1,PrintWriter left unclosed in NIOServerCnxn#checkFourLetterWord,Bug fixing / Maintenance,Minor,2.0,A-377,0.0,2.0,1
1287,1,1,Provide implementation of X509 AuthenticationProvider,Other,Minor,2.0,A-136,0.0,2.0,1
129,1,1,CreateMode api docs missing,Documentation,Minor,2.0,A-362,0.0,2.0,1
1305,1,1,Upgrade option should be removed from zkServer.sh usage,Documentation,Minor,2.0,A-194,0.0,2.0,0
1308,1,1,"OSGi requires package ""server.quorom.flexible"" be exported",Bug fixing / Maintenance,Minor,2.0,A-256,0.0,2.0,1
1313,1,1,JUnit4ZKTestRunner logs test failure for all exceptions even if the test method is annotated with an expected exception.,Testing & Verification,Minor,2.0,A-50,0.0,2.0,0
1319,1,1,Run server with -XX:+HeapDumpOnOutOfMemoryError and -XX:OnOutOfMemoryError='kill %p'.,Performance Optimization,Minor,2.0,A-351,0.0,2.0,0
1321,1,1,"remove duplicated code between CreateRequest{,2}",Bug fixing / Maintenance,Minor,2.0,A-94,0.0,2.0,1
1328,1,1,non-ascii character in FinalRequestProcessor.java,Bug fixing / Maintenance,Minor,2.0,A-211,0.0,2.0,1
1329,1,1,Set default test.junit.threads to 1.,Testing & Verification,Minor,2.0,A-14,0.0,2.0,1
1333,1,1,LearnerSnapshotThrottlerTest.testHighContentionWithTimeout fails occasionally,Testing & Verification,Minor,2.0,A-235,0.0,2.0,1
1342,1,1,Findbugs warning: LearnerHandler.packetToString Dead store to local variable,Feature / Improvement Implementation,Minor,2.0,A-295,0.0,2.0,0
1344,1,1,Get the property hierarchy as a a whole tree ,Feature / Improvement Implementation,Minor,2.0,A-11,0.0,2.0,0
1347,1,1,Fail fast if `myid` does not exist but server.N properties are defined,Design & API Evolution,Minor,2.0,A-243,0.0,2.0,1
1348,1,1,support method-level JUnit testcase,Testing & Verification,Minor,2.0,A-401,0.0,2.0,1
1349,1,1,Four letter command hangs when network is slow,Bug fixing / Maintenance,Minor,2.0,A-82,0.0,2.0,1
1356,1,1,Snapshot serialization race condition can lead to partial transaction and inoperable data node,Bug fixing / Maintenance,Minor,2.0,A-6,0.0,2.0,1
1359,1,1,"In Login.java, a tgt with a small expiry time will break the code",Bug fixing / Maintenance,Minor,2.0,A-269,0.0,2.0,1
1364,1,1,Random test case failure in org.apache.zookeeper.test.StaticHostProviderTest,Testing & Verification,Minor,2.0,A-317,0.0,2.0,1
1367,1,1,Zookeeper is not using specified JMX port in zkEnv.sh,Bug fixing / Maintenance,Minor,2.0,A-30,0.0,2.0,1
1371,1,1,Wrong error message when secureClientPortAddress is configured but secureClientPort is not configured ,Bug fixing / Maintenance,Minor,2.0,A-37,0.0,2.0,1
1379,1,1,ZK Server startup fails if there are spaces in the JAVA_HOME path,Bug fixing / Maintenance,Minor,2.0,A-215,0.0,2.0,1
