Task_ID,Topo_Level,Summary,Task_Tag,Priority,Duration_Hours,Assigned_To,Start_Hour,End_Hour,Skill_Match,Topo_Order
38,1,Multiple wsdl*xsd files,Feature / Improvement Implementation,Minor,2.0,A-403,0.0,2.0,0,18
6,1,Duplicate Validation feature constant,Project / General Task,Minor,2.0,A-195,0.0,2.0,0,19
69,1,readWSDL method args should be java.net.URI instead of String,Feature / Improvement Implementation,Minor,2.0,A-317,2.0,4.0,0,20
79,1,Implement the EBNF grammar for HTTP Location,Feature / Improvement Implementation,Minor,2.0,A-55,0.0,2.0,1,21
86,1,Document the URI Resolver in the Woden userguide.,Documentation,Minor,2.0,A-133,0.0,2.0,1,22
96,1,style default from interface not applied to operations,Bug fixing / Maintenance,Minor,2.0,A-353,0.0,2.0,1,23
97,1,"parser does not handle faults with element=""#any"" etc.",Bug fixing / Maintenance,Minor,2.0,A-60,0.0,2.0,1,24
99,1,Use svn:eol-style=native,Bug fixing / Maintenance,Minor,2.0,A-162,0.0,2.0,1,25
1,1,Create an Ant Task to Validate a Set of WSDL 2.0 Files,Feature / Improvement Implementation,Major,2.2,A-202,0.0,2.2,0,26
100,1,OMWSDLReader mismatch with DOMWSDLFactory,Bug fixing / Maintenance,Major,2.2,A-105,0.0,2.2,1,27
102,1,Remove QNameUtils class,Feature / Improvement Implementation,Major,2.2,A-69,0.0,2.2,1,28
103,1,FlickrHTTP-1G test fails due to NS prefix and interface extension errors,Testing & Verification,Major,2.2,A-87,0.0,2.2,1,29
104,1,Correct the WSDL object model implementation inheritance,Bug fixing / Maintenance,Major,2.2,A-26,0.0,2.2,1,30
105,1,Include the prefix in QNames from the target namespace,Bug fixing / Maintenance,Major,2.2,A-405,0.0,2.2,1,31
106,1,ImportElement and IncludeElement should extend NestedElement,Bug fixing / Maintenance,Major,2.2,A-158,2.2,4.4,1,32
107,1,Remove the setParentElement method from the API,Bug fixing / Maintenance,Major,2.2,A-203,0.0,2.2,1,33
108,1,Share client-configurable objects across the Woden implementation,Design & API Evolution,Major,2.2,A-208,0.0,2.2,1,34
109,1,DescriptionImpl methods addElementDeclaration and addTypeDefinition should not be public,Feature / Improvement Implementation,Major,2.2,A-301,0.0,2.2,1,35
110,1,Remove WSDLReader.readWSDL methods that take an ErrorHandler parameter,Feature / Improvement Implementation,Major,2.2,A-208,2.2,4.4,1,36
112,1,getInterfaceMessageReferenceElement() method required on BindingMessageReferenceElement,Documentation,Major,2.2,A-27,0.0,2.2,1,37
114,1,Create a Test Suite for the WSDL Viewer,Testing & Verification,Major,2.2,A-206,0.0,2.2,1,38
115,1,NPE when interface extension used with Element API,Bug fixing / Maintenance,Major,2.2,A-94,0.0,2.2,1,39
116,1,URISyntaxException in SimpleURIResolver when path contains spaces,Bug fixing / Maintenance,Major,2.2,A-339,2.0,4.2,1,40
119,1,Improve formatting of messages with no message parameters,Feature / Improvement Implementation,Major,2.2,A-301,2.2,4.4,1,41
12,1,Component Model is Missing {http location uncited ignored},Bug fixing / Maintenance,Major,2.2,A-352,0.0,2.2,1,42
120,1,WSDL-Viewer support for SOAP Headers,Feature / Improvement Implementation,Major,2.2,A-320,0.0,2.2,1,43
122,1,Remove return type from validate method,Bug fixing / Maintenance,Major,2.2,A-241,0.0,2.2,1,44
125,1,Schema resolving issue in Axis2,Design & API Evolution,Major,2.2,A-62,0.0,2.2,0,45
127,1,WSDL-Viewer: Self-referencing element within a xsd:choice block circumvents anti-recursion,Bug fixing / Maintenance,Major,2.2,A-98,0.0,2.2,1,46
128,1,Infinite loop with wsdl viewer,Bug fixing / Maintenance,Major,2.2,A-311,0.0,2.2,1,47
129,1,WSDL-Viewer no longer able to resolve relative url for XSD's in certain situations,Bug fixing / Maintenance,Major,2.2,A-226,0.0,2.2,1,48
13,1,HTTP Extensions Fail To Parse SparqlQuery-1G Correctly,Bug fixing / Maintenance,Major,2.2,A-360,0.0,2.2,1,49
130,1,Circular reference in referenced XSD causes infinite loop,Documentation,Major,2.2,A-174,0.0,2.2,0,50
132,1,OMWSDLReader should support to read from WSDLSource.,Feature / Improvement Implementation,Major,2.2,A-381,0.0,2.2,1,51
134,1,Dependencies should refactor among modules.,Build & Release Engineering,Major,2.2,A-75,0.0,2.2,1,52
136,1,Some files missing licence details ,Bug fixing / Maintenance,Major,2.2,A-274,0.0,2.2,1,53
138,1,"Error while converting wsdl 1.0 to wsdl 2.0 , when wsdl 1.0 has messages with more than 1 part",Bug fixing / Maintenance,Major,2.2,A-88,0.0,2.2,1,54
139,1,Woden parsing error found when deploying service AAR in simple Axis2 server,Bug fixing / Maintenance,Major,2.2,A-331,0.0,2.2,1,55
140,1,xml:lang attribute not written on the DocumentationElements,Documentation,Major,2.2,A-191,0.0,2.2,0,56
141,1,wsdl-viewer does not generate request types if same request and response types are used in two different operations,Bug fixing / Maintenance,Major,2.2,A-241,2.2,4.4,1,57
142,1,Upgrade  Woden trunk to use XmlSchema 2   ,Build & Release Engineering,Major,2.2,A-153,0.0,2.2,0,58
143,1,Failed to build Woden on Java 7 - unit test fails,Testing & Verification,Major,2.2,A-352,2.2,4.4,0,59
144,1,"Woden WSDLReader returns invalid WSDL Description when multiple ""style"" tags are present",Bug fixing / Maintenance,Major,2.2,A-301,4.4,6.6000000000000005,0,60
145,1,Syntax error in DOAP file release section,Bug fixing / Maintenance,Major,2.2,A-60,2.0,4.2,1,61
146,1,wsdl-viewer schemaLocation with query params rendered without escaping,Bug fixing / Maintenance,Major,2.2,A-225,0.0,2.2,1,62
148,1,cannot compiler woden,Bug fixing / Maintenance,Major,2.2,A-242,0.0,2.2,1,63
149,1,Code error in org.apache.woden.internal.DOMWSDLWriter,Bug fixing / Maintenance,Major,2.2,A-382,0.0,2.2,1,64
16,1,<types> is missing prefix declarations,Bug fixing / Maintenance,Major,2.2,A-287,0.0,2.2,0,65
18,1,Un-necessary schema definition returned by Woden,Bug fixing / Maintenance,Major,2.2,A-402,0.0,2.2,1,66
19,1,DescriptionElement.setTargetNamespace() should filter down to child elements,Feature / Improvement Implementation,Major,2.2,A-301,6.6000000000000005,8.8,1,67
20,1,Upgrade Ant Task to Write 2006-06-10 Version of Component Model Interchange Format,Build & Release Engineering,Major,2.2,A-109,0.0,2.2,0,68
22,1,WSDL Convertor drops the schema namespace during Conversion,Bug fixing / Maintenance,Major,2.2,A-114,2.0,4.2,1,69
25,1,Use composition in the element model instead of aggregation,Feature / Improvement Implementation,Major,2.2,A-379,2.0,4.2,1,70
26,1,Refactor Ant Task Implementation by Namespace,Code Refactoring & Cleanup,Major,2.2,A-323,0.0,2.2,0,71
28,1,Create ElementSource as an abstraction to eliminate DOM dependencies from the Woden API,Build & Release Engineering,Major,2.2,A-244,0.0,2.2,0,72
3,1,HTTP Binding Extensions,Feature / Improvement Implementation,Major,2.2,A-203,2.2,4.4,1,73
30,1,Unit tests for WSDL import and include,Testing & Verification,Major,2.2,A-386,0.0,2.2,0,74
32,1,Unit tests for Feature and Property,Testing & Verification,Major,2.2,A-103,0.0,2.2,0,75
33,1,"Unit tests for TypesElement, ElementDeclaration, TypeDefinition",Testing & Verification,Major,2.2,A-133,2.0,4.2,1,76
39,1,Underlying protocol property missing from SOAP Binding Extension in WSDL Component Model Output from Ant Task,Bug fixing / Maintenance,Major,2.2,A-164,0.0,2.2,1,77
4,1,"Equivalence of components is not checked, so testImport2G testcase is failing",Testing & Verification,Major,2.2,A-235,0.0,2.2,1,78
40,1,Remove Feature and Property Components,Bug fixing / Maintenance,Major,2.2,A-276,0.0,2.2,1,79
42,1,Running Woden test suite in network isolation mode,Testing & Verification,Major,2.2,A-27,2.2,4.4,1,80
44,1,Ant Task Should Catch Runtime Errors and Report Them,Bug fixing / Maintenance,Major,2.2,A-124,2.0,4.2,1,81
45,1,ant runTests creates a malformed html doc,Documentation,Major,2.2,A-13,0.0,2.2,0,82
46,1,Update WSDL 2.0 Component Model to Current Version - Contains Corrected Element Spellings,Bug fixing / Maintenance,Major,2.2,A-355,0.0,2.2,1,83
47,1,Ant Task Generates Duplicate Element ID's,Bug fixing / Maintenance,Major,2.2,A-369,0.0,2.2,1,84
48,1,Woden Fails In Disconnected Mode - Unable to Retrieve W3C Schemas,Bug fixing / Maintenance,Major,2.2,A-274,2.2,4.4,1,85
49,1,XML Catalog common files should be downloaded/cached to a well known path,Feature / Improvement Implementation,Major,2.2,A-20,0.0,2.2,1,86
5,1,Output W3C WSDL 2.0 Component Model Interchange Format for Interoperability Testing,Testing & Verification,Major,2.2,A-8,0.0,2.2,0,87
50,1,"MessageTest-1G, Woden lacks support for IRI with variable substitution used by HTTP location",Testing & Verification,Major,2.2,A-186,4.4,6.6000000000000005,0,88
51,1,Need convenience methods in Interface API to flatten interface inheritence,Design & API Evolution,Major,2.2,A-309,0.0,2.2,0,89
52,1,{http cookies} is REQUIRED,Bug fixing / Maintenance,Major,2.2,A-17,0.0,2.2,1,90
53,1,HTTP and SOAP Extensions are Mutually Exclusive,Bug fixing / Maintenance,Major,2.2,A-327,0.0,2.2,1,91
54,1,org.apache.woden.ant.validateWSDL20 mis-handles paths including whitespace,Bug fixing / Maintenance,Major,2.2,A-356,0.0,2.2,1,92
55,1,SOAPHeader.getElementDeclaration is returning null,Bug fixing / Maintenance,Major,2.2,A-388,0.0,2.2,1,93
56,1,SoapEndpointExtension Missing in Echo-1G,Bug fixing / Maintenance,Major,2.2,A-287,2.2,4.4,0,94
57,1,Ant Task Throws NPE on MessageTest-4G,Testing & Verification,Major,2.2,A-106,0.0,2.2,1,95
58,1,HTTP attribute authenticationType changed to authenticationScheme,Bug fixing / Maintenance,Major,2.2,A-281,0.0,2.2,1,96
59,1,W3C Validation Report Requires Assertions,Bug fixing / Maintenance,Major,2.2,A-405,2.2,4.4,1,97
60,1,When a interface is not referenced from a binding component the getInterfaceFault() method returns null,Documentation,Major,2.2,A-229,0.0,2.2,0,98
61,1,Generate and Resolve Results for W3C Test LocationTemplate-1G,Testing & Verification,Major,2.2,A-70,0.0,2.2,0,99
65,1,Handling non-W3C XML Schema type systems,Design & API Evolution,Major,2.2,A-348,0.0,2.2,0,100
66,1,woden build.properties no longer reflects current ant version,Build & Release Engineering,Major,2.2,A-410,0.0,2.2,1,101
67,1,BindingFaultReferenceElement provides no Direction attribute,Documentation,Major,2.2,A-116,0.0,2.2,1,102
68,1,NPE when <import> location does not resolve to a document,Documentation,Major,2.2,A-367,0.0,2.2,0,103
7,1,"When message content model is #none, Woden emits an invalid <elementDeclaration ref=""id-null""/> reference.",Documentation,Major,2.2,A-30,0.0,2.2,1,104
70,1,readWSDL methods should return Description not DescriptionElement,Feature / Improvement Implementation,Major,2.2,A-253,0.0,2.2,1,105
71,1,Problem in Obtaining Mep (of operation Guaranteed Fault) in MessageTest-1G ,Testing & Verification,Major,2.2,A-256,0.0,2.2,1,106
72,1,Component model should contain ALL schema elements and types,Bug fixing / Maintenance,Major,2.2,A-394,0.0,2.2,1,107
73,1,"Resolve wsdl:import by namespace, local cache first",Bug fixing / Maintenance,Major,2.2,A-170,0.0,2.2,1,108
74,1,QName.valueOf behaviour does not match the Javadoc,Documentation,Major,2.2,A-150,0.0,2.2,0,109
75,1,Underlying <xs:schema> element should be accessible from API,Design & API Evolution,Major,2.2,A-323,2.2,4.4,0,110
76,1,Testcase HTTPBinding-2G fails,Testing & Verification,Major,2.2,A-397,2.0,4.2,0,111
77,1,"Testcases MessageTest-1G, 2G, 3G, 4G failing due to canonicalization error",Testing & Verification,Major,2.2,A-177,2.0,4.2,1,112
8,1,"When a binding doesn't specify an interface, Wodwn emits an invalid <interface ref=""id-null""/> reference.",Documentation,Major,2.2,A-37,0.0,2.2,0,113
80,1,Parser shouldn't parse schema for schema to create schema type objects in the model,Bug fixing / Maintenance,Major,2.2,A-212,0.0,2.2,1,114
83,1,DescriptionElement.toComponent() should check for changes to the infoset between invocations,Feature / Improvement Implementation,Major,2.2,A-114,4.2,6.4,1,115
84,1,W3C test suite should be runnable offline without the need to set vm args,Testing & Verification,Major,2.2,A-65,0.0,2.2,0,116
85,1,Tests SparqlQuery-1G and SparqlQuerySimplified-1G are failing due to CR145,Testing & Verification,Major,2.2,A-287,4.4,6.6000000000000005,1,117
87,1,CR138 adds {message content model} to InterfaceFault component,Design & API Evolution,Major,2.2,A-233,0.0,2.2,0,118
88,1,CR143 renames Transfer Coding to Content Encoding,Code Refactoring & Cleanup,Major,2.2,A-44,0.0,2.2,0,119
89,1,Update Woden  with New WSDL 2.0 Assertions Numbers for Proposed Recommendation,Project / General Task,Major,2.2,A-75,2.2,4.4,0,120
9,1,"Woden often omits {soap underlying protocol}, though this is a REQUIRED property in the spec.",Bug fixing / Maintenance,Major,2.2,A-69,2.2,4.4,1,121
90,1,schema.catalog fails to be correctly located ,Bug fixing / Maintenance,Major,2.2,A-365,0.0,2.2,1,122
91,1,Use the new WSDL 2.0 namespaces,Feature / Improvement Implementation,Major,2.2,A-313,0.0,2.2,1,123
92,1,"Resolver error - IllegalArgumentException ""URI is not hierarchical""",Bug fixing / Maintenance,Major,2.2,A-243,0.0,2.2,1,124
93,1,HTTPLocation must support the EBNF grammar for parsing whttp:location,Bug fixing / Maintenance,Major,2.2,A-238,0.0,2.2,1,125
94,1,InterfaceImpl.getAllInterfaceOperations and getAllInterfaceFaults are not quite recursive,Bug fixing / Maintenance,Major,2.2,A-139,0.0,2.2,1,126
95,1,Woden doesn't specify the default MEP to use if none is specified,Bug fixing / Maintenance,Major,2.2,A-173,0.0,2.2,1,127
98,1,SAX attribution in NOTICE file is not required,Bug fixing / Maintenance,Major,2.2,A-107,0.0,2.2,0,128
118,1,Problem parsing a WSDL having XML as the documentation  ,Documentation,Critical,2.6,A-418,0.0,2.6,0,129
123,1,Woden throws an error when the targetNamespace of the WSDL is urn:wsdlSamples,Bug fixing / Maintenance,Critical,2.6,A-256,2.2,4.800000000000001,1,130
2,1,"The WSDLReader should offer more methods to parse WSDL documents from dom, sax, etc...",Documentation,Critical,2.6,A-348,2.2,4.800000000000001,0,131
63,1,Include README (including incubation disclaimer) in woden jars,Documentation,Critical,2.6,A-268,0.0,2.6,1,132
82,1,Interchange format results need HTTP query parameter properties,Feature / Improvement Implementation,Critical,2.6,A-256,4.800000000000001,7.4,1,133
124,1,WSDL 2.0 codegeration fails in Axis2 due to Woden assertion,Bug fixing / Maintenance,Blocker,3.0,A-299,0.0,3.0,1,134
78,1,SOAP binding extention should support query separator and query separator default,Feature / Improvement Implementation,Blocker,3.0,A-46,0.0,3.0,1,135
133,1,woden converter maven plugin does not work as CLI,Bug fixing / Maintenance,Minor,4.0,A-66,0.0,4.0,1,136
147,1,wsdl-viewer nit: no space between words,Bug fixing / Maintenance,Minor,4.0,A-331,2.2,6.2,1,137
117,1,CLONE -schemaLocation URI not resolved correctly using jar files - xsd two deep?,Bug fixing / Maintenance,Major,4.4,A-12,0.0,4.4,1,138
121,1,Create Interface1009 Assertion Class,Design & API Evolution,Major,4.4,A-368,0.0,4.4,1,139
14,1,The SOAP Extensions are Missing the HTTP Properties,Bug fixing / Maintenance,Major,4.4,A-234,0.0,4.4,1,140
21,1,Update Ant Task Validation Report to Latest W3C Schema - add <success> element,Feature / Improvement Implementation,Major,4.4,A-166,0.0,4.4,0,141
24,1,W3CC Tests are failing due to an error in W3C Test-suite Error ,Testing & Verification,Major,4.4,A-351,0.0,4.4,0,142
27,1,Publish Results for W3C Test Suite,Testing & Verification,Major,4.4,A-287,6.6000000000000005,11.0,1,143
31,1,Unit tests for Service and Endpoint,Testing & Verification,Major,4.4,A-129,0.0,4.4,0,144
34,1,Unit tests for Interface and its children,Testing & Verification,Major,4.4,A-358,0.0,4.4,0,145
35,1,NPE on W3C Test Case Storage-4G/storage.wsdl,Testing & Verification,Major,4.4,A-402,2.2,6.6000000000000005,1,146
36,1,Component Model Interchange Format Has Multiple Schema Validation Errors,Bug fixing / Maintenance,Major,4.4,A-253,2.2,6.6000000000000005,1,147
41,1,Ant Tasks Throws NPE on W3C Test Case /desc/test-suite/documents/good/MessageTest-1G/SOAPservice.wsdl,Documentation,Major,4.4,A-284,0.0,4.4,1,148
64,1,MessageTest-2G does not return httplocation correctly,Bug fixing / Maintenance,Major,4.4,A-192,0.0,4.4,1,149
62,1,Resolve Errors in W3C Test SparqlQuerySimplified-1G,Testing & Verification,Major,8.8,A-255,0.0,8.8,0,150
